Species,Gender,Ethicity,Index,First,Index2,Last
Gray Dwarf,Male,,32,Grulmok,32,Frostbeard
Gray Dwarf,Male,,33,Belthar,33,Blackforge
Gray Dwarf,Male,,34,Zargoth,34,Emberbeard
Gray Dwarf,Male,,35,Thurdun,35,Shadowhand
Gray Dwarf,Male,,36,Brond,36,Grimstone
Gray Dwarf,Male,,37,Thradun,37,Stonebreaker
Gray Dwarf,Male,,38,Grimlok,38,Frostfury
Gray Dwarf,Male,,39,Thraldun,39,Ironhelm
Gray Dwarf,Male,,40,Krummok,40,Ironward
Gray Dwarf,Male,,41,Thundak,41,Blackrock
Gray Dwarf,Male,,42,Drarnak,42,Deepgaze
Gray Dwarf,Male,,43,Gruum,43,Ironvein
Gray Dwarf,Male,,44,Kragmok,44,Frostjaw
Gray Dwarf,Male,,45,Valthak,45,Stonecloak
Gray Dwarf,Male,,46,Urgoth,46,Boulderfist
Gray Dwarf,Male,,47,Kradak,47,Ironjaw
Gray Dwarf,Male,,48,Gralk,48,Ironcrown
Gray Dwarf,Male,,49,Karnum,49,Frostbound
Gray Dwarf,Male,,50,Vorgrim,50,Emberbeard
Grung,Female,,1,c'Riesh,,
Grung,Female,,2,c'Dihp,,
Grung,Female,,3,n'Lab-kahreh,,
Grung,Female,,4,p'Loun,,
Grung,Female,,5,n'Ehn,,
Grung,Female,,6,r'Ooph'n'Ooph,,
Grung,Female,,7,r'Laph,,
Grung,Female,,8,b'Roub-këdesh,,
Grung,Female,,9,r'Nen,,
Grung,Female,,10,g'Ep'g'Ep,,
Grung,Female,,11,r'Noun,,
Grung,Female,,12,g'Noong,,
Grung,Female,,13,c'Esh'b'Esh,,
Grung,Female,,14,p'Abas'rang,,
Grung,Female,,15,b'Dulin'rheng,,
Grung,Female,,16,d'Nip,,
Grung,Female,,17,g'Lulan'rhas,,
Grung,Female,,18,b'Noon,,
Grung,Female,,19,d'Lieph,,
Grung,Female,,20,n'Ihb'g'Ihb,,
Grung,Female,,21,r'Ehp'g'Ehp,,
Grung,Female,,22,n'Oob'd'Oob,,
Grung,Female,,23,n'Loong,,
Grung,Female,,24,d'Ing'b'Ing,,
Grung,Female,,25,d'Lang-bahreh,,
Grung,Female,,26,p'Reh,,
Grung,Female,,27,c'Ip'g'Ip,,
Grung,Female,,28,c'Iehb,,
Grung,Female,,29,n'Loorab'bhes,,
Grung,Female,,30,b'Un,,
Grung,Female,,31,c'Ehb'g'Ehb,,
Grung,Female,,32,g'Oob'd'Oob,,
Grung,Female,,33,d'Eep,,
Grung,Female,,34,b'Dus-bhadeb,,
Grung,Female,,35,n'Oohb,,
Grung,Female,,36,n'Eehb'b'Eehb,,
Grung,Female,,37,r'Noph,,
Grung,Female,,38,p'Leetash'böhp,,
Grung,Female,,39,g'Oph'g'Oph,,
Grung,Female,,40,r'Ding,,
Grung,Female,,41,n'Oub'g'Oub,,
Grung,Female,,42,n'Eeb'c'Eeb,,
Grung,Female,,43,p'Ang'r'Ang,,
Grung,Female,,44,d'Likahp'ren,,
Grung,Female,,45,g'Doup,,
Grung,Female,,46,r'Doph,,
Grung,Female,,47,d'Neetap'bhib,,
Grung,Female,,48,n'Riep-khotiph,,
Grung,Female,,49,n'Nib-brakoph,,
Grung,Female,,50,r'Dish,,
Grung,Male,,1,n'Rus,,
Grung,Male,,2,d'Lang-bahreh,,
Grung,Male,,3,b'Dohn,,
Grung,Male,,4,r'Ding,,
Grung,Male,,5,g'Reep-rahkaph,,
Grung,Male,,6,p'Ang'r'Ang,,
Grung,Male,,7,c'Loosh,,
Grung,Male,,8,n'Obih'khaph,,
Grung,Male,,9,c'Ehb'g'Ehb,,
Grung,Male,,10,d'Neetap'bhib,,
Grung,Male,,11,g'Lulan'rhas,,
Grung,Male,,12,g'In'c'In,,
Grung,Male,,13,p'Leep,,
Grung,Male,,14,b'Ihp'n'Ihp,,
Grung,Male,,15,c'Ouhb'n'Ouhb,,
Grung,Male,,16,p'Rouhp-brëdehp,,
Grung,Male,,17,c'Leehp,,
Grung,Male,,18,n'Oob'd'Oob,,
Grung,Male,,19,b'Nun,,
Grung,Male,,20,c'Riesh,,
Grung,Male,,21,n'Oos'r'Oos,,
Grung,Male,,22,d'Likahp'ren,,
Grung,Male,,23,d'Ing'b'Ing,,
Grung,Male,,24,r'Les,,
Grung,Male,,25,p'Reh,,
Grung,Male,,26,r'Dahp,,
Grung,Male,,27,n'Lab-kahreh,,
Grung,Male,,28,b'Nesh,,
Grung,Male,,29,g'Oph'g'Oph,,
Grung,Male,,30,r'Op'r'Op,,
Grung,Male,,31,g'Leh,,
Grung,Male,,32,p'Loun,,
Grung,Male,,33,c'Ip'g'Ip,,
Grung,Male,,34,b'Liep,,
Grung,Male,,35,c'Esh'b'Esh,,
Grung,Male,,36,b'Reehn-kheteng,,
Grung,Male,,37,p'Neng,,
Grung,Male,,38,n'Oohb,,
Grung,Male,,39,c'Noohb,,
Grung,Male,,40,b'Nudeng'rhish,,
Grung,Male,,41,b'Oush'r'Oush,,
Grung,Male,,42,d'Eep,,
Grung,Male,,43,g'Ep'g'Ep,,
Grung,Male,,44,c'Dabahn'kos,,
Grung,Male,,45,r'Ab'r'Ab,,
Grung,Male,,46,c'Riep,,
Grung,Male,,47,p'Ous,,
Grung,Male,,48,r'Loun-bhönahn,,
Grung,Male,,49,p'Riehkaph'rheng,,
Grung,Male,,50,c'As'g'As,,
Dwarf,Female,,1,Anbera,1,Aranore
Dwarf,Female,,2,Artin,2,Balderk
Dwarf,Female,,3,Audhild,3,Battlehammer
Dwarf,Female,,4,Balifra,4,Bigtoe
Dwarf,Female,,5,Barbena,5,Bloodkith
Dwarf,Female,,6,Bardryn,6,Bofdann
Dwarf,Female,,7,Bolhild,7,Brawnanvil
Dwarf,Female,,8,Dagnal,8,Brazzik
Dwarf,Female,,9,Dariff,9,Broodfist
Dwarf,Female,,10,Delre,10,Burrowfound
Dwarf,Female,,11,Diesa,11,Caebrek
Dwarf,Female,,12,Eldeth,12,Daerdahk
Dwarf,Female,,13,Eridred,13,Dankil
Dwarf,Female,,14,Falkrunn,14,Daraln
Dwarf,Female,,15,Fallthra,15,Deepdelver
Dwarf,Female,,16,Finellen,16,Durthane
Dwarf,Female,,17,Gillydd,17,Eversharp
Dwarf,Female,,18,Gunnloda,18,Fallack
Dwarf,Female,,19,Gurdis,19,Fireforge
Dwarf,Female,,20,Helgret,20,Foamtankard
Dwarf,Female,,21,Helja,21,Frostbeard
Dwarf,Female,,22,Hlin,22,Glanhig
Dwarf,Female,,23,Ilde,23,Goblinbane
Dwarf,Female,,24,Jarana,24,Goldfinder
Dwarf,Female,,25,Kathra,25,Gorunn
Dwarf,Female,,26,Kilia,26,Graybeard
Dwarf,Female,,27,Kristryd,27,Hammerstone
Dwarf,Female,,28,Liftrasa,28,Helcral
Dwarf,Female,,29,Marastyr,29,Holderhek
Dwarf,Female,,30,Mardred,30,Ironfist
Dwarf,Female,,31,Morana,31,Loderr
Dwarf,Female,,32,Nalaed,32,Lutgehr
Dwarf,Female,,33,Nora,33,Morigak
Dwarf,Female,,34,Nurkara,34,Orcfoe
Dwarf,Female,,35,Oriff,35,Rakankrak
Dwarf,Female,,36,Ovina,36,Ruby-Eye
Dwarf,Female,,37,Riswynn,37,Rumnaheim
Dwarf,Female,,38,Sannl,38,Silveraxe
Dwarf,Female,,39,Therlin,39,Silverstone
Dwarf,Female,,40,Thodris,40,Steelfist
Dwarf,Female,,41,Torbera,41,Stoutale
Dwarf,Female,,42,Tordrid,42,Strakeln
Dwarf,Female,,43,Torgga,43,Strongheart
Dwarf,Female,,44,Urshar,44,Thrahak
Dwarf,Female,,45,Valida,45,Torevir
Dwarf,Female,,46,Vistra,46,Torunn
Dwarf,Female,,47,Vonana,47,Trollbleeder
Dwarf,Female,,48,Werydd,48,Trueanvil
Dwarf,Female,,49,Whurdred,49,Trueblood
Dwarf,Female,,50,Yurgunn,50,Ungart
Dwarf,Male,,1,Adrik,1,Aranore
Dwarf,Male,,2,Alberich,2,Balderk
Dwarf,Male,,3,Baern,3,Battlehammer
Dwarf,Male,,4,Barendd,4,Bigtoe
Dwarf,Male,,5,Beloril,5,Bloodkith
Dwarf,Male,,6,Brottor,6,Bofdann
Dwarf,Male,,7,Dain,7,Brawnanvil
Dwarf,Male,,8,Dalgal,8,Brazzik
Dwarf,Male,,9,Darrak,9,Broodfist
Dwarf,Male,,10,Delg,10,Burrowfound
Dwarf,Male,,11,Duergath,11,Caebrek
Dwarf,Male,,12,Dworic,12,Daerdahk
Dwarf,Male,,13,Eberk,13,Dankil
Dwarf,Male,,14,Einkil,14,Daraln
Dwarf,Male,,15,Elaim,15,Deepdelver
Dwarf,Male,,16,Erias,16,Durthane
Dwarf,Male,,17,Fallond,17,Eversharp
Dwarf,Male,,18,Fargrim,18,Fallack
Dwarf,Male,,19,Gardain,19,Fireforge
Dwarf,Male,,20,Gilthur,20,Foamtankard
Dwarf,Male,,21,Gimgen,21,Frostbeard
Dwarf,Male,,22,Gimurt,22,Glanhig
Dwarf,Male,,23,Harbek,23,Goblinbane
Dwarf,Male,,24,Kildrak,24,Goldfinder
Dwarf,Male,,25,Kilvar,25,Gorunn
Dwarf,Male,,26,Morgran,26,Graybeard
Dwarf,Male,,27,Morkral,27,Hammerstone
Dwarf,Male,,28,Nalral,28,Helcral
Dwarf,Male,,29,Nordak,29,Holderhek
Dwarf,Male,,30,Nuraval,30,Ironfist
Dwarf,Male,,31,Oloric,31,Loderr
Dwarf,Male,,32,Olunt,32,Lutgehr
Dwarf,Male,,33,Orsik,33,Morigak
Dwarf,Male,,34,Oskar,34,Orcfoe
Dwarf,Male,,35,Rangrim,35,Rakankrak
Dwarf,Male,,36,Reirak,36,Ruby-Eye
Dwarf,Male,,37,Rurik,37,Rumnaheim
Dwarf,Male,,38,Taklinn,38,Silveraxe
Dwarf,Male,,39,Thoradin,39,Silverstone
Dwarf,Male,,40,Thorin,40,Steelfist
Dwarf,Male,,41,Thradal,41,Stoutale
Dwarf,Male,,42,Tordek,42,Strakeln
Dwarf,Male,,43,Traubon,43,Strongheart
Dwarf,Male,,44,Travok,44,Thrahak
Dwarf,Male,,45,Ulfgar,45,Torevir
Dwarf,Male,,46,Uraim,46,Torunn
Dwarf,Male,,47,Veit,47,Trollbleeder
Dwarf,Male,,48,Vonbin,48,Trueanvil
Dwarf,Male,,49,Vondal,49,Trueblood
Dwarf,Male,,50,Whurbin,50,Ungart
Elf,Female,,1,Adrie,1,Aloro
Elf,Female,,2,Ahinar,2,Amakiir
Elf,Female,,3,Althaea,3,Amastacia
Elf,Female,,4,Anastrianna,4,Ariessus
Elf,Female,,5,Andraste,5,Arnuanna
Elf,Female,,6,Antinua,6,Berevan
Elf,Female,,7,Arara,7,Caerdonel
Elf,Female,,8,Baelitae,8,Caphaxath
Elf,Female,,9,Bethrynna,9,Casilltenirra
Elf,Female,,10,Birel,10,Cithreth
Elf,Female,,11,Caelynn,11,Dalanthan
Elf,Female,,12,Chaedi,12,Eathalena
Elf,Female,,13,Claira,13,Erenaeth
Elf,Female,,14,Dara,14,Ethanasath
Elf,Female,,15,Drusilia,15,Fasharash
Elf,Female,,16,Elama,16,Firahel
Elf,Female,,17,Enna,17,Floshem
Elf,Female,,18,Faral,18,Galanodel
Elf,Female,,19,Felosial,19,Goltorah
Elf,Female,,20,Hatae,20,Hanali
Elf,Female,,21,Ielenia,21,Holimion
Elf,Female,,22,Ilanis,22,Horineth
Elf,Female,,23,Irann,23,Iathrana
Elf,Female,,24,Jarsali,24,Ilphelkiir
Elf,Female,,25,Jelenneth,25,Iranapha
Elf,Female,,26,Keyleth,26,Koehlanna
Elf,Female,,27,Leshanna,27,Lathalas
Elf,Female,,28,Lia,28,Liadon
Elf,Female,,29,Maiathah,29,Meliamne
Elf,Female,,30,Malquis,30,Mellerelel
Elf,Female,,31,Meriele,31,Mystralath
Elf,Female,,32,Mialee,32,Naïlo
Elf,Female,,33,Myathethil,33,Netyoive
Elf,Female,,34,Naivara,34,Ofandrus
Elf,Female,,35,Quelenna,35,Ostoroth
Elf,Female,,36,Quillathe,36,Othronus
Elf,Female,,37,Ridaro,37,Qualanthri
Elf,Female,,38,Sariel,38,Raethran
Elf,Female,,39,Shanairla,39,Rothenel
Elf,Female,,40,Shava,40,Selevarun
Elf,Female,,41,Silaqui,41,Siannodel
Elf,Female,,42,Sumnes,42,Suithrasas
Elf,Female,,43,Theirastra,43,Sylvaranth
Elf,Female,,44,Thiala,44,Teinithra
Elf,Female,,45,Tiaathque,45,Tiltathana
Elf,Female,,46,Traulam,46,Wasanthi
Elf,Female,,47,Vadania,47,Withrethin
Elf,Female,,48,Valanthe,48,Xiloscient
Elf,Female,,49,Valna,49,Xistsrith
Elf,Female,,50,Xanaphia,50,Yaeldrin
Elf,Male,,1,Adran,1,Aloro
Elf,Male,,2,Aelar,2,Amakiir
Elf,Male,,3,Aerdeth,3,Amastacia
Elf,Male,,4,Ahvain,4,Ariessus
Elf,Male,,5,Aramil,5,Arnuanna
Elf,Male,,6,Arannis,6,Berevan
Elf,Male,,7,Aust,7,Caerdonel
Elf,Male,,8,Azaki,8,Caphaxath
Elf,Male,,9,Beiro,9,Casilltenirra
Elf,Male,,10,Berrian,10,Cithreth
Elf,Male,,11,Caeldrim,11,Dalanthan
Elf,Male,,12,Carric,12,Eathalena
Elf,Male,,13,Dayereth,13,Erenaeth
Elf,Male,,14,Dreali,14,Ethanasath
Elf,Male,,15,Efferil,15,Fasharash
Elf,Male,,16,Eiravel,16,Firahel
Elf,Male,,17,Enialis,17,Floshem
Elf,Male,,18,Erdan,18,Galanodel
Elf,Male,,19,Erevan,19,Goltorah
Elf,Male,,20,Fivin,20,Hanali
Elf,Male,,21,Galinndan,21,Holimion
Elf,Male,,22,Gennal,22,Horineth
Elf,Male,,23,Hadarai,23,Iathrana
Elf,Male,,24,Halimath,24,Ilphelkiir
Elf,Male,,25,Heian,25,Iranapha
Elf,Male,,26,Himo,26,Koehlanna
Elf,Male,,27,Immeral,27,Lathalas
Elf,Male,,28,Ivellios,28,Liadon
Elf,Male,,29,Korfel,29,Meliamne
Elf,Male,,30,Lamlis,30,Mellerelel
Elf,Male,,31,Laucian,31,Mystralath
Elf,Male,,32,Lucan,32,Naïlo
Elf,Male,,33,Mindartis,33,Netyoive
Elf,Male,,34,Naal,34,Ofandrus
Elf,Male,,35,Nutae,35,Ostoroth
Elf,Male,,36,Paelias,36,Othronus
Elf,Male,,37,Peren,37,Qualanthri
Elf,Male,,38,Quarion,38,Raethran
Elf,Male,,39,Riardon,39,Rothenel
Elf,Male,,40,Rolen,40,Selevarun
Elf,Male,,41,Soveliss,41,Siannodel
Elf,Male,,42,Suhnae,42,Suithrasas
Elf,Male,,43,Thamior,43,Sylvaranth
Elf,Male,,44,Tharivol,44,Teinithra
Elf,Male,,45,Theren,45,Tiltathana
Elf,Male,,46,Theriatis,46,Wasanthi
Elf,Male,,47,Thervan,47,Withrethin
Elf,Male,,48,Uthemar,48,Xiloscient
Elf,Male,,49,Vanuath,49,Xistsrith
Elf,Male,,50,Varis,50,Yaeldrin
Genasi,Female,,1,Stratos,,
Genasi,Female,,2,Hydris,,
Genasi,Female,,3,Singe,,
Genasi,Female,,4,Ripple,,
Genasi,Female,,5,Luminus,,
Genasi,Female,,6,Storm,,
Genasi,Female,,7,Lumen,,
Genasi,Female,,8,Lime,,
Genasi,Female,,9,Vaporis,,
Genasi,Female,,10,Tal,,
Genasi,Female,,11,Tumul,,
Genasi,Female,,12,Stone,,
Genasi,Female,,13,Alev,,
Genasi,Female,,14,Enlil,,
Genasi,Female,,15,Rayne,,
Genasi,Female,,16,Ozone,,
Genasi,Female,,17,Flow,,
Genasi,Female,,18,Smoke,,
Genasi,Female,,19,Fiamma,,
Genasi,Female,,20,Reef,,
Genasi,Female,,21,Zircon,,
Genasi,Female,,22,Tourmaline,,
Genasi,Female,,23,Wick,,
Genasi,Female,,24,Anala,,
Genasi,Female,,25,Creek,,
Genasi,Female,,26,Blaize,,
Genasi,Female,,27,Blast,,
Genasi,Female,,28,Brimstone,,
Genasi,Female,,29,Boulder,,
Genasi,Female,,30,Aalto,,
Genasi,Female,,31,Dzo,,
Genasi,Female,,32,Inferno,,
Genasi,Female,,33,Avel,,
Genasi,Female,,34,Tempris,,
Genasi,Female,,35,Ardea,,
Genasi,Female,,36,Combusti,,
Genasi,Female,,37,Puddle,,
Genasi,Female,,38,Drift,,
Genasi,Female,,39,Shore,,
Genasi,Female,,40,Spout,,
Genasi,Female,,41,Riptide,,
Genasi,Female,,42,Nile,,
Genasi,Female,,43,Bren,,
Genasi,Female,,44,Anan,,
Genasi,Female,,45,Hydrius,,
Genasi,Female,,46,Pyre,,
Genasi,Female,,47,Anil,,
Genasi,Female,,48,Alizeh,,
Genasi,Female,,49,Fume,,
Genasi,Female,,50,Fintan,,
Genasi,Male,,1,Gulch,,
Genasi,Male,,2,Bright,,
Genasi,Male,,3,Caliche,,
Genasi,Male,,4,Inferni,,
Genasi,Male,,5,Sedna,,
Genasi,Male,,6,Ardea,,
Genasi,Male,,7,Ohm,,
Genasi,Male,,8,Lazuli,,
Genasi,Male,,9,Adad,,
Genasi,Male,,10,Soleil,,
Genasi,Male,,11,Canyon,,
Genasi,Male,,12,Tal,,
Genasi,Male,,13,Cyruz,,
Genasi,Male,,14,Fye,,
Genasi,Male,,15,Alizeh,,
Genasi,Male,,16,Sizzle,,
Genasi,Male,,17,Harbor,,
Genasi,Male,,18,Vaporis,,
Genasi,Male,,19,Zirconia,,
Genasi,Male,,20,Varsha,,
Genasi,Male,,21,Kenna,,
Genasi,Male,,22,Nerida,,
Genasi,Male,,23,Bise,,
Genasi,Male,,24,Therris,,
Genasi,Male,,25,Elian,,
Genasi,Male,,26,Foco,,
Genasi,Male,,27,Ozone,,
Genasi,Male,,28,Storm,,
Genasi,Male,,29,Garnet,,
Genasi,Male,,30,Bren,,
Genasi,Male,,31,Sigh,,
Genasi,Male,,32,Tempest,,
Genasi,Male,,33,Jade,,
Genasi,Male,,34,Lokni,,
Genasi,Male,,35,Chalk,,
Genasi,Male,,36,Turf,,
Genasi,Male,,37,Hill,,
Genasi,Male,,38,Ciro,,
Genasi,Male,,39,Grav,,
Genasi,Male,,40,Guthrie,,
Genasi,Male,,41,Oolite,,
Genasi,Male,,42,Hali,,
Genasi,Male,,43,Breccia,,
Genasi,Male,,44,Cliff,,
Genasi,Male,,45,Cinder,,
Genasi,Male,,46,Silt,,
Genasi,Male,,47,Arson,,
Genasi,Male,,48,Fjord,,
Genasi,Male,,49,Aerus,,
Genasi,Male,,50,Aureole,,
Gnome,Female,,1,Abalaba,1,Albaratie
Gnome,Female,,2,Bimpnottin,2,Bafflestone
Gnome,Female,,3,Breena,3,Beren
Gnome,Female,,4,Buvvie,4,Boondiggles
Gnome,Female,,5,Callybon,5,Cobblelob
Gnome,Female,,6,Caramip,6,Daergel
Gnome,Female,,7,Carlin,7,Dunben
Gnome,Female,,8,Cumpen,8,Fabblestabble
Gnome,Female,,9,Dalaba,9,Fapplestamp
Gnome,Female,,10,Donella,10,Fiddlefen
Gnome,Female,,11,Duvamil,11,Folkor
Gnome,Female,,12,Ella,12,Garrick
Gnome,Female,,13,Ellyjoybell,13,Gimlen
Gnome,Female,,14,Ellywick,14,Glittergem
Gnome,Female,,15,Enidda,15,Gobblefirn
Gnome,Female,,16,Lilli,16,Gummen
Gnome,Female,,17,Loopmottin,17,Horcusporcus
Gnome,Female,,18,Lorilla,18,Humplebumple
Gnome,Female,,19,Luthra,19,Ironhide
Gnome,Female,,20,Mardnab,20,Leffery
Gnome,Female,,21,Meena,21,Lingenhall
Gnome,Female,,22,Menny,22,Loofollue
Gnome,Female,,23,Mumpena,23,Maekkelferce
Gnome,Female,,24,Nissa,24,Miggledy
Gnome,Female,,25,Numba,25,Munggen
Gnome,Female,,26,Nyx,26,Murnig
Gnome,Female,,27,Oda,27,Musgraben
Gnome,Female,,28,Oppah,28,Nackle
Gnome,Female,,29,Orla,29,Ningel
Gnome,Female,,30,Panana,30,Nopenstallen
Gnome,Female,,31,Pyntle,31,Nucklestamp
Gnome,Female,,32,Quilla,32,Offund
Gnome,Female,,33,Ranala,33,Oomtrowl
Gnome,Female,,34,Reddlepop,34,Pilwicken
Gnome,Female,,35,Roywyn,35,Pingun
Gnome,Female,,36,Salanop,36,Quillsharpener
Gnome,Female,,37,Shamil,37,Raulnor
Gnome,Female,,38,Siffress,38,Reese
Gnome,Female,,39,Symma,39,Rofferton
Gnome,Female,,40,Tana,40,Scheppen
Gnome,Female,,41,Tenena,41,Shadowcloak
Gnome,Female,,42,Tervaround,42,Silverthread
Gnome,Female,,43,Tippletoe,43,Sympony
Gnome,Female,,44,Ulla,44,Tarkelby
Gnome,Female,,45,Unvera,45,Timbers
Gnome,Female,,46,Veloptima,46,Turen
Gnome,Female,,47,Virra,47,Umbodoben
Gnome,Female,,48,Waywocket,48,Waggletop
Gnome,Female,,49,Yebe,49,Welber
Gnome,Female,,50,Zanna,50,Wildwander
Gnome,Male,,1,Alston,1,Albaratie
Gnome,Male,,2,Alvyn,2,Bafflestone
Gnome,Male,,3,Anverth,3,Beren
Gnome,Male,,4,Arumawann,4,Boondiggles
Gnome,Male,,5,Bilbron,5,Cobblelob
Gnome,Male,,6,Boddynock,6,Daergel
Gnome,Male,,7,Brocc,7,Dunben
Gnome,Male,,8,Burgell,8,Fabblestabble
Gnome,Male,,9,Cockaby,9,Fapplestamp
Gnome,Male,,10,Crampernap,10,Fiddlefen
Gnome,Male,,11,Dabbledob,11,Folkor
Gnome,Male,,12,Delebean,12,Garrick
Gnome,Male,,13,Dimble,13,Gimlen
Gnome,Male,,14,Eberdeb,14,Glittergem
Gnome,Male,,15,Eldon,15,Gobblefirn
Gnome,Male,,16,Erky,16,Gummen
Gnome,Male,,17,Fablen,17,Horcusporcus
Gnome,Male,,18,Fibblestib,18,Humplebumple
Gnome,Male,,19,Fonkin,19,Ironhide
Gnome,Male,,20,Frouse,20,Leffery
Gnome,Male,,21,Frug,21,Lingenhall
Gnome,Male,,22,Gerbo,22,Loofollue
Gnome,Male,,23,Gimble,23,Maekkelferce
Gnome,Male,,24,Glim,24,Miggledy
Gnome,Male,,25,Igden,25,Munggen
Gnome,Male,,26,Jabble,26,Murnig
Gnome,Male,,27,Jebeddo,27,Musgraben
Gnome,Male,,28,Kellen,28,Nackle
Gnome,Male,,29,Kipper,29,Ningel
Gnome,Male,,30,Namfoodle,30,Nopenstallen
Gnome,Male,,31,Oppleby,31,Nucklestamp
Gnome,Male,,32,Orryn,32,Offund
Gnome,Male,,33,Paggen,33,Oomtrowl
Gnome,Male,,34,Pallabar,34,Pilwicken
Gnome,Male,,35,Pog,35,Pingun
Gnome,Male,,36,Qualen,36,Quillsharpener
Gnome,Male,,37,Ribbles,37,Raulnor
Gnome,Male,,38,Rimple,38,Reese
Gnome,Male,,39,Roondar,39,Rofferton
Gnome,Male,,40,Sapply,40,Scheppen
Gnome,Male,,41,Seebo,41,Shadowcloak
Gnome,Male,,42,Senteq,42,Silverthread
Gnome,Male,,43,Sindri,43,Sympony
Gnome,Male,,44,Umpen,44,Tarkelby
Gnome,Male,,45,Warryn,45,Timbers
Gnome,Male,,46,Wiggens,46,Turen
Gnome,Male,,47,Wobbles,47,Umbodoben
Gnome,Male,,48,Wrenn,48,Waggletop
Gnome,Male,,49,Zaffrab,49,Welber
Gnome,Male,,50,Zook,50,Wildwander
Halfling,Female,,1,Alain,1,Appleblossom
Halfling,Female,,2,Andry,2,Bigheart
Halfling,Female,,3,Anne,3,Brightmoon
Halfling,Female,,4,Bella,4,Brushgather
Halfling,Female,,5,Blossom,5,Cherrycheeks
Halfling,Female,,6,Bree,6,Copperkettle
Halfling,Female,,7,Callie,7,Deephollow
Halfling,Female,,8,Chenna,8,Elderberry
Halfling,Female,,9,Cora,9,Fastfoot
Halfling,Female,,10,Dee,10,Fatrabbit
Halfling,Female,,11,Dell,11,Glenfellow
Halfling,Female,,12,Eida,12,Goldfound
Halfling,Female,,13,Eran,13,Goodbarrel
Halfling,Female,,14,Euphemia,14,Goodearth
Halfling,Female,,15,Georgina,15,Greenbottle
Halfling,Female,,16,Gynnie,16,Greenleaf
Halfling,Female,,17,Harriet,17,High-hill
Halfling,Female,,18,Jasmine,18,Hilltopple
Halfling,Female,,19,Jillian,19,Hogcollar
Halfling,Female,,20,Jo,20,Honeypot
Halfling,Female,,21,Kithri,21,Jamjar
Halfling,Female,,22,Lavinia,22,Kettlewhistle
Halfling,Female,,23,Lidda,23,Leagallow
Halfling,Female,,24,Maegan,24,Littlefoot
Halfling,Female,,25,Marigold,25,Nimblefingers
Halfling,Female,,26,Merla,26,Porridgepot
Halfling,Female,,27,Myria,27,Quickstep
Halfling,Female,,28,Nedda,28,Reedfellow
Halfling,Female,,29,Nikki,29,Shadowquick
Halfling,Female,,30,Nora,30,Silvereyes
Halfling,Female,,31,Olivia,31,Smoothhands
Halfling,Female,,32,Paela,32,Stonebridge
Halfling,Female,,33,Pearl,33,Stoutbridge
Halfling,Female,,34,Pennie,34,Stoutman
Halfling,Female,,35,Philomena,35,Strongbones
Halfling,Female,,36,Portia,36,Sunmeadow
Halfling,Female,,37,Robbie,37,Swiftwhistle
Halfling,Female,,38,Rose,38,Tallfellow
Halfling,Female,,39,Saral,39,Tealeaf
Halfling,Female,,40,Seraphina,40,Tenpenny
Halfling,Female,,41,Shaena,41,Thistletop
Halfling,Female,,42,Stacee,42,Thorngage
Halfling,Female,,43,Tawna,43,Tosscobble
Halfling,Female,,44,Thea,44,Underbough
Halfling,Female,,45,Trym,45,Underfoot
Halfling,Female,,46,Tyna,46,Warmwater
Halfling,Female,,47,Vani,47,Whispermouse
Halfling,Female,,48,Verna,48,Wildcloak
Halfling,Female,,49,Wella,49,Wildheart
Halfling,Female,,50,Willow,50,Wiseacre
Halfling,Male,,1,Alton,1,Appleblossom
Halfling,Male,,2,Ander,2,Bigheart
Halfling,Male,,3,Bernie,3,Brightmoon
Halfling,Male,,4,Bobbin,4,Brushgather
Halfling,Male,,5,Cade,5,Cherrycheeks
Halfling,Male,,6,Callus,6,Copperkettle
Halfling,Male,,7,Corrin,7,Deephollow
Halfling,Male,,8,Dannad,8,Elderberry
Halfling,Male,,9,Danniel,9,Fastfoot
Halfling,Male,,10,Eddie,10,Fatrabbit
Halfling,Male,,11,Egart,11,Glenfellow
Halfling,Male,,12,Eldon,12,Goldfound
Halfling,Male,,13,Errich,13,Goodbarrel
Halfling,Male,,14,Fildo,14,Goodearth
Halfling,Male,,15,Finnan,15,Greenbottle
Halfling,Male,,16,Franklin,16,Greenleaf
Halfling,Male,,17,Garret,17,High-hill
Halfling,Male,,18,Garth,18,Hilltopple
Halfling,Male,,19,Gilbert,19,Hogcollar
Halfling,Male,,20,Gob,20,Honeypot
Halfling,Male,,21,Harol,21,Jamjar
Halfling,Male,,22,Igor,22,Kettlewhistle
Halfling,Male,,23,Jasper,23,Leagallow
Halfling,Male,,24,Keith,24,Littlefoot
Halfling,Male,,25,Kevin,25,Nimblefingers
Halfling,Male,,26,Lazam,26,Porridgepot
Halfling,Male,,27,Lerry,27,Quickstep
Halfling,Male,,28,Lindal,28,Reedfellow
Halfling,Male,,29,Lyle,29,Shadowquick
Halfling,Male,,30,Merric,30,Silvereyes
Halfling,Male,,31,Mican,31,Smoothhands
Halfling,Male,,32,Milo,32,Stonebridge
Halfling,Male,,33,Morrin,33,Stoutbridge
Halfling,Male,,34,Nebin,34,Stoutman
Halfling,Male,,35,Nevil,35,Strongbones
Halfling,Male,,36,Osborn,36,Sunmeadow
Halfling,Male,,37,Ostran,37,Swiftwhistle
